Order date,Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Quantity,Price ,TAX amt,Total amount,price_range
03/07/2023,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,1,18032,2524,20556,mid
14/07/2023,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,1,26528,3714,30242,mid
16/07/2023,Acer,Aspire E5-475,Notebook,14,8,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1,21064,2949,24013,mid
22/07/2023,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,1,19684,2756,22440,mid
26/07/2023,Acer,Aspire A315-51,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1,24205,3389,27594,mid
03/08/2023,Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,42237,5913,48150,high
05/08/2023,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,1,24422,3419,27841,mid
01/09/2023,Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,1,24205,3389,27594,mid
08/09/2023,Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,1,22147,3101,25248,mid
10/09/2023,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620,1,33652,4711,38363,mid
19/09/2023,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1,23230,3252,26482,mid
28/09/2023,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,1.5,E-Series 9000e,500,0,HDD,No,AMD,Radeon R2,1,17870,2502,20372,mid
29/09/2023,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1,25884,3624,29508,mid
30/09/2023,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,3,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520,1,35198,4928,40126,mid
03/10/2023,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,HD Graphics 620,1,39096,5473,44569,mid
09/10/2023,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,1,38203,5348,43551,mid
12/10/2023,Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1,22310,3123,25433,mid
22/10/2023,HP,250 G4,Notebook,15.6,4,No OS,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,25829,3616,29445,mid
25/10/2023,Acer,Spin 3,Notebook,15.6,6,Windows 10,2.1,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,1,25938,3631,29569,mid
30/10/2023,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,6,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,2.7,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon 530,1,28645,4010,32655,mid
12/11/2023,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520,1,26479,3707,30186,mid
09/12/2023,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon 520,1,25396,3555,28951,mid
28/12/2023,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,1,42995,6019,49014,high
13/01/2024,Acer,Aspire A315-51,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,1,24313,3404,27717,mid
15/01/2024,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,2.1,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,1,46948,6573,53521,high
24/01/2024,Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,2.7,Core i3 7130U,1024,0,HDD,No,Intel,HD Graphics 620,1,19873,2782,22655,mid
16/04/2024,Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,2,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1,14729,2062,16791,low
03/02/2024,Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,1,66581,9321,75902,premium
05/02/2024,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,4,No OS,2.1,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,1,18898,2646,21544,mid
11/02/2024,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530,1,37309,5223,42532,mid
12/02/2024,Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.1,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,1,26967,3775,30742,mid
14/02/2024,Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,1024,SSD,HDD,AMD,Radeon RX 550,1,61975,8677,70652,premium
23/02/2024,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,1.5,E-Series E2-9000e,500,0,HDD,No,AMD,Radeon R2,1,18898,2646,21544,mid
26/02/2024,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 930MX ,1,38771,5428,44199,mid
29/02/2024,Acer,Aspire A315-31,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,1,18844,2638,21482,mid
04/03/2024,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,128,0,SSD,No,AMD,Radeon R5,1,23068,3230,26298,mid
04/03/2024,Asus,VivoBook Max,Notebook,15.6,4,Linux,2.1,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920,1,28104,3935,32039,mid
04/03/2024,HP,ProBook 450,Notebook,15.6,16,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,1,62760,8786,71546,premium
07/03/2024,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 930MX ,1,47598,6664,54262,high
21/03/2024,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,1,18790,2631,21421,mid
22/03/2024,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,500,0,HDD,No,AMD,Radeon R5,1,21660,3032,24692,mid
22/03/2024,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon 530,1,40342,5648,45990,high
25/03/2024,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,1,26696,3737,30433,mid
21/09/2023,Acer,Aspire A315-31,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,1,16137,2259,18396,low
28/03/2024,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,32436,4541,36977,mid
01/04/2024,Asus,VivoBook Pro,Notebook,17.3,8,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,Nvidia,GeForce 150MX,1,62002,8680,70682,premium
06/10/2023,Lenovo,IdeaPad 320-14IAP,Notebook,14,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,1,16191,2267,18458,low
15/04/2024,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,29241,4094,33335,mid
27/04/2024,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,4,No OS,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,21552,3017,24569,mid
28/04/2024,HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,Full HD,1366,768,No,Yes,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,1,48843,6838,55681,high
03/05/2024,Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,1,32598,4564,37162,mid
08/05/2024,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,1,36198,5068,41266,mid
16/05/2024,Asus,Rog GL502VM-DS74,Gaming,15.6,16,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,1,102831,14396,117227,premium
28/05/2024,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,1,21552,3017,24569,mid
21/04/2024,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510,1,17220,2411,19631,low
19/06/2024,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,1,21389,2994,24383,mid
20/06/2024,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,1024,SSD,HDD,AMD,Radeon 520,1,27021,3783,30804,mid
28/06/2024,Acer,Aspire A315-51,Notebook,15.6,4,Linux,2.1,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1,21119,2957,24076,mid
28/09/2023,Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.13,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon 520,1,41576,5821,47397,high
22/04/2024,Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.13,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,1,39421,5519,44940,mid
27/11/2023,Dell,Inspiron 3576,Notebook,15.6,8,Linux,2.14,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon 520,1,39804,5573,45377,high
17/03/2024,Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.14,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1,29238,4093,33331,mid
31/10/2023,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,No OS,2.15,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520,1,25036,3505,28541,mid
26/03/2024,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,12,Windows 10,2.15,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,1,35685,4996,40681,mid
11/01/2024,Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce 940MX,1,61207,8569,69776,premium
06/06/2024,Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 940MX,1,68337,9567,77904,premium
15/12/2023,Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M620,1,126603,17724,144327,premium
05/02/2024,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,Windows 10,2.17,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,1,48675,6815,55490,high
20/04/2024,Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620,1,106946,14972,121918,premium
09/07/2023,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M420,1,42768,5988,48756,high
26/07/2023,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1,30248,4235,34483,mid
14/08/2023,Dell,Vostro 5568,Notebook,15.6,4,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,1,49412,6918,56330,high
19/09/2023,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,40613,5686,46299,high
01/10/2023,Lenovo,ThinkPad P51s,Workstation,15.6,16,Windows 7,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M,1,100448,14063,114511,premium
16/10/2023,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,1,24037,3365,27402,mid
27/10/2023,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1,35577,4981,40558,mid
21/11/2023,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M420,1,40017,5602,45619,high
03/12/2023,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,1,38663,5413,44076,mid
05/12/2023,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X,1,33248,4655,37903,mid
17/12/2023,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,1,31764,4447,36211,mid
03/01/2024,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420,1,33459,4684,38143,mid
11/01/2024,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R5 M420,1,37092,5193,42285,mid
24/02/2024,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,1,29620,4147,33767,mid
29/02/2024,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1,38341,5368,43709,mid
11/03/2024,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,43049,6027,49076,high
13/03/2024,HP,Pavilion 15-BC000nv,Notebook,15.6,6,Windows 10,2.18,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 960M,1,43266,6057,49323,high
31/03/2024,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,1,45269,6338,51607,high
15/04/2024,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,1,54686,7656,62342,high
26/04/2024,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X,1,24676,3455,28131,mid
14/05/2024,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 520,1,28259,3956,32215,mid
24/05/2024,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420,1,25180,3525,28705,mid
18/06/2024,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,AMD,Radeon R5 M420,1,30811,4314,35125,mid
27/01/2024,Acer,Chromebook C910-C2ST,Notebook,15.6,2,Chrome OS,2.19,Standard,1366,768,No,No,No,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics,1,10776,1509,12285,low
21/10/2023,Dell,Inspiron 7579,2 in 1 Convertible,15.6,12,Windows 10,2.19,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,1,70341,9848,80189,premium
11/03/2024,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,6,Windows 10,2.19,Standard,1366,768,No,No,No,Intel,2.5,Core i7 6500U,1024,0,HDD,No,AMD,Radeon R5 M330,1,41371,5792,47163,high
03/01/2024,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.19,Standard,1366,768,No,No,No,AMD,2,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4,1,16137,2259,18396,low
19/03/2024,Dell,Inspiron 7579,2 in 1 Convertible,15.6,8,Windows 10,2.191,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,54096,7573,61669,high
03/07/2023,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,1,27021,3783,30804,mid
05/07/2023,Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M430,1,40342,5648,45990,high
13/07/2023,Asus,Rog GL753VD-GC082T,Gaming,17.3,12,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,1,74180,10385,84565,premium
16/07/2023,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,16,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,1,78463,10985,89448,premium
27/07/2023,Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,1,22689,3176,25865,mid
05/08/2023,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,AMD,2.2,E-Series E2-9000,128,0,SSD,No,AMD,Radeon R2 Graphics,1,18898,2646,21544,mid
08/08/2023,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,8,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX,1,37093,5193,42286,mid
13/08/2023,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,1,42724,5981,48705,high
23/08/2023,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,Full HD,1920,1080,No,No,No,AMD,3.6,A12-Series 9720P,512,0,SSD,No,AMD,Radeon 530,1,51388,7194,58582,high
25/08/2023,Acer,Aspire 5,Notebook,15.6,12,Windows 10,2.2,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX130,1,37580,5261,42841,mid
27/08/2023,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,1,29728,4162,33890,mid
29/08/2023,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Intel,HD Graphics 620,1,28104,3935,32039,mid
05/09/2023,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,2.5,Core i7 6500U,500,0,HDD,No,Nvidia,GeForce 920M,1,39005,5461,44466,mid
05/09/2023,Acer,Aspire E5-576G,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,1,45053,6307,51360,high
08/09/2023,Acer,Aspire A515-51G,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Nvidia,GeForce MX130,1,40342,5648,45990,high
21/04/2024,Acer,Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,Standard,1366,768,No,No,No,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics,1,11317,1584,12901,low
19/09/2023,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,AMD,2.9,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530,1,21606,3025,24631,mid
19/09/2023,Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M430,1,40559,5678,46237,high
21/09/2023,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,500,0,HDD,No,Intel,HD Graphics,1,19981,2797,22778,mid
22/09/2023,Acer,Aspire A515-51G,Notebook,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,Nvidia,GeForce 940MX,1,34602,4844,39446,mid
24/09/2023,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,Windows 10,2.2,Standard,1366,768,No,No,No,AMD,3.6,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7,1,23230,3252,26482,mid
25/09/2023,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,1,53338,7467,60805,high
